text,spam,text_length,$_frequency,money_presence
"Subject: re : another hesco issue
help . steve mauch at hesco is wanting an answer asap
- - - - - - - - - - - - - - - - - - - - - - forwarded by charlene richmond / hou / ect on 11 / 01 / 2000
03 : 29 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
vance l taylor
11 / 01 / 2000 02 : 45 pm
to : charlene richmond / hou / ect @ ect
cc : julie meyers / hou / ect @ ect
subject : re : another hesco issue
charlene ,
this gas purchase is not a part of the wellhead portfolio but is being traded
on the texas desk . i would suggest you get with darren farmer or someone on
the desk .
sorry i could not be of more assistance !
vlt
x 3 - 6353
charlene richmond
11 / 01 / 2000 08 : 22 am
to : julie meyers / hou / ect @ ect , vance l taylor / hou / ect @ ect
cc :
subject : another hesco issue
meter 986725 for march 2000 . per hesco both traders are gone at ( hesco and
enron ) and they ( hesco ) were not paid the correct price in march on the
days mentioned below . hesco cannot find where the price for these days were
recorded . per hesco they were underpaid by $ 32 , 101 . 57 . hesco is wanting to
come to our office to have a meeting about clearing this up . it will be nice
if we don ' t have to meet with them .
production dates are volume price they are
looking for
03 / 12
2 , 029 2 . 65
03 / 13
2 , 009 2 . 65
03 / 15
2 , 022 2 . 71
03 / 16
1 , 976 2 . 72",0,1405,1,0
"Subject: xp , adobe , autodesk , corel oem overstock sale from antoine poole
? motley % rnd _ date _ time microsoft windows xp professional edition ? houston packed with multimedia features , windows xp pro edition aims to unlock the full potential of your personal computer . it also looks great , with smooth , rounded window corners , larger and more detailed icons and a sleek - feeling desktop . ? beak retail price : $ 270 . 99 our price : $ 39 . 95 more info buy now ! clergyman office xp professional adobe photoshop 7 . 0 adobe illustrator 10 retail price : $ 579 . 99 our price : $ 59 . 95 retail price : $ 609 . 99 our price : $ 59 . 95 retail price : $ 579 . 99 our price : $ 59 . 95 more info buy now ! more info buy now ! more info buy now ! windows 2000 professional windows server 2003 corel graphics suite 11 retail price : $ 266 . 99 our price : $ 34 . 95 retail price : $ 999 . 99 our price : $ 79 . 95 retail price : $ 270 . 99 our price : $ 69 . 95 more info buy now ! more info buy now ! more info buy now ! ? costume never pay full price again ! oem - cd sells microsoft , adobe and other software at wholesale prices that blow away the competition . every product comes directly from a certified platinum level supplier . all products clearly state whether they are oem products or retail boxed . dont overpay for name brand software ever again ! 1 . ms office xp pro 2 . ms windows xp pro 3 . adobe illustrator 104 . adobe photoshop 7 . 05 . corel graphics suite 116 . ms server 20037 . cakewalk home studio 048 . macromedia fireworks 4 . 029 . ms windows 2000 pro 10 . 3 d studio max v 6 . 0 copyright 2004 oem - cd . all rights reserved .",1,1666,14,0
"Subject: this viagra - just from 3 . 22 $
wakey wakey ! paliourg ,
gawk connoisseur fermat
charta debate
and a very good morning to you ! : )
posture calamity lithuania
abovementioned quasicontinuous
it ' s easy to work for somebody else all you have to do is show up .
hnyman @ rotario . com
",1,302,1,0
"Subject: tufco
my est . for tufco is the same as last may ' s ( 1999 ) nom .
iferc 40000 / d total of 1 , 240 , 000
wb 30000 / d total of 930 , 000
ami",0,155,0,0
"Subject: tenaska gas management agreement
daren ,
can you get me the specifics on the consumer price index as you all would
like to see it referenced in the agreement . is there a specific publication
that i can reference like i do for hsc proces in the first of the month
inside ferc - - let me know",0,305,0,0
"Subject: decrease entex rom
142509 dth by 6 days = 855 , 054
67509 dth by 15 days = 1 , 012 , 635
total = 1 , 867 , 689",0,122,0,0
"Subject: the boss and his secretary get wild
marianne has always been known as the office bicycle
everyone has had a ride . watch as her co - workers take her
on an all orifice , office extravaganza .
see her break in her new desk with the water delivery guy
and then with her boss .
take a look as sara takes dik - tation from her law partner .
nomore of this
here
the connecticut disco cowry colonel .
all good gratuitous salerno bass ' realbrechtcomplex forever
if you went disquietude parry rafferty .
all good gully zinc huge things that mendacious giovanni meat .
even if you say termite corporal obligate .
babysitter commission aspen and that can ' t happen .
if you montana angelina bungle
even if you say mutt bakery puddle .
wobble chocolate inductor and that can ' t happen .
paliourg @ iit . demokritos . gr .
",1,842,0,0
"Subject: re : schedule
i guess he won ' t be by as he knows it all now . and if he doesn ' t it will be
my fault for not teaching him correctly .
supplemental to our conversation yesterday ; i would come back to help you
with a project or job for which you needed any of my talents . if it involves
working with this guy - - - - forget it .
p . s . i have not taught him well as things are still being done incorrectly .
ken
- - - - - - - - - - - - - - - - - - - - - - forwarded by kenneth seaman / hou / ect on 02 / 01 / 2000
09 : 11 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : robert e lloyd on 02 / 01 / 2000 08 : 58 am
to : kenneth seaman / hou / ect @ ect
cc :
subject : re : schedule
i simple want you to know personally that i appreciate the time spent with
you . ken , you have taught me well .
i have the confidence to carry the torch and thanks again for being
available .
kenneth seaman 02 / 01 / 2000 07 : 51 am
to : robert e lloyd / hou / ect @ ect
cc :
subject : schedule
the day you have long awaited is arriving .
i will be in the office next monday and tuesday , the 7 th and 8 th . if you have
any questions or situations you would like some help with that will be your
last chance .
i will then leave you in peace .",0,1280,0,0
"Subject: organizational changes within risk management
- - - - - - - - - - - - - - - - - - - - - - forwarded by yvette g connevey / corp / enron on
06 / 21 / 2000 08 : 42 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
chantelle villanueva @ ect
06 / 20 / 2000 04 : 51 pm
to : kathryn cordes / hou / ect @ ect , jennifer deboisblanc denny / hou / ect @ ect ,
william kelly / hou / ect @ ect , david oliver / hou / ect @ ect , cathy de la
torre / hou / ect @ ect , brenda h fletcher / hou / ect @ ect , mary theresa
franklin / hou / ect @ ect , elizabeth l hernandez / hou / ect @ ect , crystal
hyde / hou / ect @ ect , alicia perkins / hou / ect @ ect , kimat singla / hou / ect @ ect ,
jeanne wukasch / corp / enron @ enron , melba a bowen / hou / ect @ ect , jeff
royed / corp / enron @ enron , sandy olitsky / hou / ect @ ect , jeffrey c
gossett / hou / ect @ ect , hillary mack / corp / enron @ enron , gregory a
mausser / hou / ect @ ect , kimberly s olinger / hou / ect @ ect , michelle
waldhauser / corp / enron @ enron , chris walker / hou / ect @ ect , rahmaan
mwongozi / corp / enron @ enron , gabriel monroy / hou / ect @ ect , robin
rodrigue / hou / ect @ ect , dawn c kenne / hou / ect @ ect , heather choate / hou / ect , irena
d hogan / hou / ect @ ect , yvette g connevey / corp / enron @ enron , bryce
baxter / hou / ect @ ect , katherine l kelly / hou / ect @ ect , susan
harrison / hou / ect @ ect , steve jackson / hou / ect @ ect , scott neal / hou / ect @ ect ,
brent a price / hou / ect @ ect , kimberly brown / hou / ect @ ect
cc :
subject : organizational changes within risk management
assistants , please forward on to your groups .
effective in august , david oliver will be leaving the east desk risk
management team to take on a risk lead role in the enron london office .
kyle etter will be joining the east team as the new lead and will begin
transitioning into his new role over the next few weeks .
please join the east desk in congratulating both david and kyle and wishing
them well on their new opportunities .",0,2085,0,0
"Subject: notebookplus usb travel cam @ $ 15 . 90 only ! !
usb travel cam
$ 15 . 90 only ! !
notebookplus usb travel
cam
meet
face - to - face online .
capture and
email stills and videos .
add live images
to your instant messages .
play cool
camera games usb for true plug and play
setup .
includes user
friendly photo editing / greeting card
software .
windows
98 / 2000 / me / xp compatible .
your one stop
distributorjebel ali duty free zonedubai , uae . www . computron - me . com
for latest clearance sale listing contact our
sales department .
only limited quantities available on selected
specials ! ! ! !
for further details please send
your enquiries to : dealers @ emirates . net . aeor contact via www . computron - me . com
compaq
hewlett packard
3 com
dell
intel
iomega
epson
aopen
creative
toshiba
apc
cisco
us
robotics
microsoft
canon
intellinet
targus
viewsonic
ibm
sony
- - - - - - - and lots more
! ! !
if you have any
complaints / suggestions contact : customerservice @ computron - me . com
tel + 971
4 8834464
all prices in u . s . dollars , ex - works ,
fax + 971 4
8834454
jebel ali duty free zone
www . computron - me . com
prices and availability subject to change
usa -
canada u . a . e .
without
notice .
to receive our special offers
in plain
text format reply to this
mail with the request * for
export only *
this
email can not be considered spam as long as we include : contact
information remove instructions . this message is intended for dealer
and resellers only . if you have somehow gotten on this list in error , or
for any other reason would like to be removed , please reply with "" remove
"" in the subject line of your message . this message is being sent to you
in compliance with the federal legislation for commercial e - mail
( h . r . 4176 - section 101 paragraph ( e ) ( 1 ) ( a ) and bill s . 1618 title iii
passed by the 105 th u . s . congress .
all logos and
trademarks are the property of their respective
owners
products may not be exactly as shown
above
- -
to unsubscribe from : computron 4 , just follow this link :
click the link , or copy and paste the address into your browser .
please give it atleast 48 hours for unsubscription to be effective .",1,2292,2,0
"Subject: smallcap investment opportunity
drummond ,
small cap stocks alert newsletter
must read - alert
before we continue - very important - it is expected that uacp will have very large pr campaign in the next 10 days and some very positive news are expected .
watch out for it . jump on board while this stock is below $ 1 - huge promo over the weekend expected
expect it to soar on monday and tuesday next week , jump in today : )
voice over internet protocol - voip - service goes live
voice over internet protocol - voip - service goes live
voice over internet protocol - voip - service goes live
* * * * * * * * * * * * * * * * * * * * * * * * * * * *
symbol : uacp
current price : $ 0 . 28
10 days target price : $ 1 . 25
3 months target price : $ 1 . 66
* * * * * * * * * * * * * * * * * * * * * * * * * * * *
 uacp  currently trading at $ 0 . 28 and is headed to $ 1 . 25
uacp * * * uacp * * * uacp * * * uacp
the company released ground breaking news about its voip division ! ! although some would argue that voip is still maturing , corporate users are extremely interested in implementing the technology , creating exponential growth . within the last four years , voip minutes increased from less than 0 . 5 to 2 percent of outbound international calls , according to research from telegeography . additionally , predictions as to the size of the market itself vary , with allied business intelligence projecting the voip market to grow from $ 3 . 7 billion in 2000 to $ 12 . 3 billion in 2006 and synergy research projecting the voip equipment market to grow to $ 13 . 3 billion by 2005 .
uauthorize corporation is an e - business holding company that builds or acquires multiple websites , software titles , and e - commerce solutions that leverage the internet to maximize the success of e - business operations . uauthorize is also a results - oriented marketer of technology products and services . through its comprehensive portfolio of products and services , uauthorize attracts a highly qualified audience of technology product and service buyers . the company ' s successful business model is based on multiple growth drivers , including growth in technology products and service , cross - selling additional products and new affiliate signings .
profile :
uauthorize corp
symbol : uacp
current price : $ 0 . 28
rating : undervalued
we believe the speculative near term target price is - $ 1 . 25
we believe the speculative long term target price - $ 1 . 50
voice over internet protocol - voip - service goes live
voice over internet protocol - voip - service goes live
voice over internet protocol - voip - service goes live
we believe this is our best pick since march 2004 ! !
* * this is real company with real products and its stock is headed up * * * *
- - - - - - - - - - - - - - -
information within this email contains forward looking statements within the meaning of section 27 a of the securities act of 1933 and section 21 b of the securities exchange act of 1934 . any statements that express or involve discussions with respect to predictions , goals , expectations , beliefs , plans , projections , objectives , assumptions or future events or performance are not statements of historical fact and may be forward looking statements .
forward looking statements are based on expectations , estimates and projections at the time the statements are made that involve a number of risks and uncertainties which could cause actual results or events to differ materially from those presently anticipated . forward looking statements in this action may be identified through the use of words such as : projects , foresee , expects , estimates , believes , understands will , part of : anticipates , or that by statements indicating certain actions may , could , or might occur . all information provided within this email pertaining to investing , stocks , securities must be understood as information provided and not investment advice . we advise all readers and subscribers to seek advice from a registered professional securities representative before deciding to trade in stocks featured within this email . none of the material within this report shall be construed as any kind of investment advice . please have in mind that the interpretation of the witer of this newsletter about the news published by the company does not represent the company official statement and in fact may differ from the real meaning of what the news release meant to say . ple @ se re @ d the news release by yourself and judge by yourself about the details in it .
in compliance with section 17 ( b ) , we disclose the holding of uacp shares prior to the publication of this report . be aware of an inherent conflict of interest resulting from such holdings due to our intent to profit from the liquidation of these shares . shares may be sold at any time , even after positive statements have been made regarding the above company . since we own shares , there is an inherent conflict of interest in our statements and opinions . readers of this publication are cautioned not to place undue reliance on forward - looking statements , which are based on certain assumptions and expectations involving various risks and uncertainties , that could cause results to differ materially from those set forth in the forward - looking statements .
please be advised that nothing within this email shall constitute a solicitation or an offer to b u y or sell any security mentioned herein . this newsletter is neither a registered investment advisor nor affiliated with any broker or dealer . all statements made are our express opinion only and should be treated as such . we may own , b u y and sell any securities mentioned at any time . this report includes forward - looking statements within the meaning of the private securities litigation reform act of 1995 . these statements may include terms as expect , believe , may , will , move , undervalued and intend or similar terms . this newsletter was paid $ 12500 from third party to send this report . please do your own due diligence before investing in any profiled company . you may lose money from investing in penny stocks .
- - - - - - - - - - - - - - - - - - - - -
",1,6278,13,1
"Subject: november prelim wellhead production - estimate
daren ,
fyi .
bob
- - - - - - - - - - - - - - - - - - - - - - forwarded by robert cotten / hou / ect on 10 / 24 / 2000 11 : 56
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
vance l taylor
10 / 24 / 2000 11 : 51 am
to : robert cotten / hou / ect @ ect
cc : gary a hanks / hou / ect @ ect , melissa graves / hou / ect @ ect
subject : november prelim wellhead production - estimate
bob ,
here ' s a november preliminary updated file .
vlt
x 3 - 6353
- - - - - - - - - - - - - - - - - - - - - - forwarded by vance l taylor / hou / ect on 10 / 24 / 2000
11 : 50 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
vance l taylor
10 / 23 / 2000 04 : 42 pm
to : robert cotten / hou / ect @ ect
cc : gary a hanks / hou / ect @ ect , mary m smith / hou / ect @ ect , lisa
hesse / hou / ect @ ect , melissa graves / hou / ect @ ect
subject : november prelim wellhead production - estimate
bob ,
please see the attached file estimating wellhead production for the month of
november . please be advised that this is a preliminary estimate as to this
date , we have received no noms for november and there may be revisions from
the traders . i will update you with any revisions as they occur .
thanks ,
vlt
x 3 - 6353",0,1307,0,0
"Subject: dine out at these great restaurant
to unsubscribe from this mailing list : click here
or send a blank message to : r . esalesl . 0 - 2 e 87 fdo - 13 ca . iit . demokritos . gr . - paliourg @ 02 . moosq . com
this offer sent to you from :
optinrealbig . com llc
1333 w 120 th ave suite 101
westminster , co 80234
",1,328,0,0
"Subject: hpl fuel gas buy - back for december 1999
fyi :
- - - - - - - - - - - - - - - - - - - - - - forwarded by gregg lenart / hou / ect on 12 / 16 / 99 02 : 02 pm
- - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp .
from : sally shuler @ enron 12 / 16 / 99 01 : 55 pm
to : gregg lenart / hou / ect @ ect
cc :
subject : hpl fuel gas buy - back for december 1999
- - - - - - - - - - - - - - - - - - - - - - forwarded by sally shuler / gpgfin / enron on 12 / 16 / 99
02 : 02 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
michael mitcham
12 / 16 / 99 01 : 45 pm
to : james prentice / gpgfin / enron @ enron , kerry roper / gpgfin / enron @ enron , sally
shuler / gpgfin / enron @ enron , mark diedrich / gpgfin / enron @ enron , paul
fox / ecf / enron @ enron
cc :
subject : hpl fuel gas buy - back for december 1999
egp fuels fuels co . has sold back 7 , 000 mmbtu / day starting 12 / 17 through
12 / 31 to hpl at $ 2 . 50 mmbtu .
if anyone has any questions , please let me know .
thanks",0,1048,1,0
"Subject: re : nom change - effective oct 26 , 2000 ; sg marshall - hpl meter
98 - 6296
deal # 126281 has been revised as noted below .
bob
suzanne _ saldivar @ eogresources . com on 10 / 26 / 2000 11 : 09 : 11 am
to : rcotten @ enron . com
cc :
subject : nom change - effective oct 26 , 2000 ; sg marshall - hpl meter 98 - 6296
due to loss of production from the sg marshall wells , a nom change from
5 , 200 mmbtu / d to 4 , 300 will be effective oct 26 , 2000 . please call me
( 713 ) 651 - 6858 with any questions . thanks !",0,537,0,0
"Subject: i ' m glad we met
totally awesome
city by city guide of chics that want to
meeeeeeeeeeet dudes that want nothing more than to
hoooooooooook up for discreeeeet action , nauauauaghty times ,
wild fun , casual dates or full blown a - nal lnter course , etc .
the database is at zero cost to women so it ' s loaded with
babes from every single state .
you will always find what you are looking for in here ,
come one come all .
nomore if this
http : / / yourdatingfun . com / r . html
all she gave expellable durham bitterroot gabardine .
even though he bullseye rid affricate everthything
all she gave despot satin ' chlordane .
even though he three contestant gusset amicablefilmalb things that shortcut lookup dinnertime .
paliourg @ iit . demokritos . gr .
",1,783,0,0
"Subject: be a man
satisfied customers testimonials
jimmy - - - - 47 , male , uk
what you claim is wrong . my sperm volume didn ' t
increase by 500 % . it increased by zillion %
sharon - - - female , uk
my husband decided to try spur - m , and the results
are great ! i just love it when it starts spurting out
jose - - - 29 , male , usa
i cannot believe how good my semen has become . it is
a thick blob that shoots like a rocket . my wife says
she can feel the force with which my semen hits her
inside , which earlier she couldn ' t even feel . i don ' t
know about other customers but i am lovin it .
michael - - - 41 , male , hong kong
i always dreamt of shooting like a porn star and i
can do it now , my girl cannot eat as much as i can shoot .
my wife and i had been looking for a product to help
with boosting male fertility . i am happy to say that
test results have improved in the time i have been
using spur - m ( 2 months ) . thank you for your assistance ,
and for the supply of spur - m
m . rosenberg , nyc , usa
http : / / joseph . chorally . com / spur / ? sheep
not interested , pls go here
http : / / hare . degradedly . com / rm . php
",1,1181,0,0
"Subject: 
the only solution to penis growth
limited time offer :
increase atleast 3 inches or your money back
- - - > visit us and learn more !
no thanks
",1,160,0,1
"Subject: fw : special prayer request
- - - - - original message - - - - -
from : celestedeo @ aol . com
sent : tuesday , april 11 , 2000 1 : 21 pm
subject : special prayer request
hi ,
i am coming to you with a very special prayer request . we have some good
friends here in nashville , mark and melanie burress and their one year old
baby gracie , who have recently received some devastating news . mark was
diagnosed in december with leukemia . his is normally a very slow spreading
form of the disease but unfortunately his is spreading extremely fast . he
also has a rare dna type and only about 12 people on the bone marrow donor
list ( out of 4 . 5 million ) were possible matches and all have since been
elimnated . we held a bone marrow drive in his behalf at church this past
weekend and over 1200 people came to donate . this amazed the people running
the drive because they said they normally get a few hundred at the most .
if a donor is not found by june his chances are very , very slim to live to
july . he has chosen to have his bone marrow transplant in houston at the
anderson hospital so i am asking if there is anyone in houston who knows of
a
strong , supportive congregation near the hospital that they may attend ( when
possible ) while they are there , that would be greatly appreciated . if a
donor is located , they say the transplant procedure is very difficult and he
won ' t be able to have any contact with his baby for several months due to
his
immune system being weakened . as you can imagine , this would put his wife
in
a severe state of limbo , having to be primary caregiver to someone who is
incapacitated and a baby without the two being able to be together .
it is difficult to watch someone with so much to give and so much to live
for
to be facing such a hard fight . please keep his family in your prayers and
i
know if there is a miracle with marks ' name on it , god will provide it .
if you could please pass this on to the chi sigs / regina list , every little
prayer they get will be appreciated .
thank you !
celeste ( sasser ) ortega",0,2120,0,0
"Subject: rate approved at 3 . 25
hello ,
we tried contacting you awhile ago about your low interest morta ( ge rate .
you have qualified for the lowest rate in years .
you could get over $ 300 , 000 for as little as $ 600 a month !
ba ( d credit ? doesn ' t matter , low rates are fixed no matter what !
to get a free , no obli , gation consultation click below :
best regards ,
lakeisha salas
please r * mv http : / / www . . com / x / st . html
",1,457,2,0
"Subject: = ? iso - 8859 - 7 ? q ? l _ ' _ 0 _ ' _ l _ ' _ 1 _ ' _ t _ ' _ a _ ' _ z _ a = aoa = aoa = aoa = ao _ p _ ` _ 1 _ ` _ x _ a ? =
= ? iso - 8859 - 7 ? q ? = ao _ hendrix _ isabella ? =
earls bierce pagan outlive snares
scrambled buried drowned bunts silliness
oceans siberia queerest fliers disjunct
quicker muong branching dwindled snobbish
unmodified abduction disperse dahlia osborne
criticize reorder wakeup unknown moneyed
l ` 0 ` l ` 1 ` t ` a ` s ? ? ? ? m ` a ` n ` 1 ` a
prick disposes fertilizes meekly prospered
l ` 0 ` l ` 1 ` t ` a ` s ? ? ? ? h ` a ` r ` d ? ? ? ? and ? ? ? ? s ` 0 ` f ` t ? ? ? ? p ` 1 ` x
convoy pompously firsts slackly parings
l ' 0 ' l ' 1 ' t ' a ' s h ' e ' r ' e !
skirted sitting blondes boiling western
totally recklessly abstractor scarlatti soaped
fleet ailments project mauritius minks
rebuked guaranteed recruited slates forge
loaders swish produce kowloon dying
",1,936,0,1
"Subject: enron / hpl nom for february 17 , 2001
( see attached file : hplno 217 . xls )
- hplno 217 . xls",0,107,0,0
"Subject: re : meter 9707
fyi - there is flow for 10 / 2 as well .
al
daren j farmer
10 / 02 / 2000 02 : 23 pm
to : aimee lannou / hou / ect @ ect
cc : robert cotten / hou / ect @ ect
subject : re : meter 9707
i rolled this deal for day one in october only .
bob - please check with vance on this deal . has it terminated or should it
roll for october . i don ' t think that vance nom ' d anything .
d
aimee lannou 10 / 02 / 2000 10 : 49 am
to : daren j farmer / hou / ect @ ect , robert cotten / hou / ect @ ect
cc :
subject : meter 9707
daren - meter 9707 has flow for oct . 1 ( 1 . 459 mmbtu ) . deal # 125786 was used
for sept . 2000 . could you please extend the deal or have a new one
created ? thanks .
al",0,730,0,0
"Subject: re : issue
fyi - see note below - already done .
stella
- - - - - - - - - - - - - - - - - - - - - - forwarded by stella l morris / hou / ect on 12 / 14 / 99 10 : 18
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : sherlyn schumack on 12 / 14 / 99 10 : 06 am
to : stella l morris / hou / ect @ ect
cc : howard b camp / hou / ect @ ect
subject : re : issue
stella ,
this has already been taken care of . you did this for me yesterday .
thanks .
howard b camp
12 / 14 / 99 09 : 10 am
to : stella l morris / hou / ect @ ect
cc : sherlyn schumack / hou / ect @ ect , howard b camp / hou / ect @ ect , stacey
neuweiler / hou / ect @ ect , daren j farmer / hou / ect @ ect
subject : issue
stella ,
can you work with stacey or daren to resolve
hc
- - - - - - - - - - - - - - - - - - - - - - forwarded by howard b camp / hou / ect on 12 / 14 / 99 09 : 08
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : sherlyn schumack 12 / 13 / 99 01 : 14 pm
to : howard b camp / hou / ect @ ect
cc :
subject : issue
i have to create accounting arrangement for purchase from unocal energy at
meter 986782 . deal not tracked for 5 / 99 . volume on deal 114427 expired 4 / 99 .",0,1219,0,0
"Subject: calpine daily gas nomination
>
ricky a . archer
fuel supply
700 louisiana , suite 2700
houston , texas 77002
713 - 830 - 8659 direct
713 - 830 - 8722 fax
- calpine daily gas nomination 1 . doc",0,209,0,0
"Subject: panenergy marketing march 2000 production
daren ,
this relates to the discussion we had yesterday afternoon . have we made any
progress on these issues ?
thanks .
- - - - - - - - - - - - - - - - - - - - - - forwarded by lisa csikos / hou / ect on 05 / 31 / 2000 01 : 33
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
katherine herrera @ enron
05 / 31 / 2000 10 : 56 am
to : lisa csikos / hou / ect @ ect
cc : sherlyn schumack / hou / ect @ ect
subject : panenergy marketing march 2000 production
fyi -
the pricing items noted below are outstanding for march 2000 production .
furthermore , i am awaiting resolutions from sherlyn on the pg & e ' s allocations
for feb . & mar . 2000 .
thanks
- - - - - - - - - - - - - - - - - - - - - - forwarded by katherine herrera / corp / enron on
05 / 31 / 2000 10 : 46 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
katherine herrera
04 / 20 / 2000 08 : 31 am
to : daren j farmer / hou / ect @ ect
cc :
subject : panenergy marketing march 2000 production
deal # 157288
per our conversation yesterday afternoon , pls . separate the centena term deal
from the spot deal in sitara for march 2000 production .
also , i need to have the price for the east texas redelivery changed in
sitara from hs index $ - . 085 to hs index $ - . 0825 . this is per the contract
the price for this redelivery point .
thanks
katherine
5 - 8643",0,1422,2,0
"Subject: swjlmiqqt the fountain of youth
ajuinbol balzak
fda approved medications
online .
zbila torin hlok
xanax , valium , phentermine ,
super via . gr @ , and much
more .
sovtverskih slid modi
fast and secure
fiiuvgccdq ix lrhrfw ekl eiiuvgccdq frhrfw pkl
ko
yes ,
hook me up
margit bloodwit oin
prikinut aj svidrir
promisljene uruk - hai glejpnir
- - - - - original message - - - - -
from : george [ mailto : jhhva @ jxwyvm . com ]
sent : friday , february 27 , 2004 12 : 48 pm
to : mike
subject : re : question
pobunjenici milcom farbauti
seeking brain ' plasticity ' in his study , slated for publication in the
august issue of psychological science , schellenberg makeed 12 toronto - area
six - year - olds weekly voice or piano lessons at the royal conservatory of
music , described by schellenberg as canada ' s "" most prestigious music
conservatory . ""
he chose six - year - olds because their developing brains still retain a large
degree of "" plasticity , "" defined as "" the ability of the brain to change and
adapt to environmental stimuli . ""
he also is charged with assaulting a third woman who was walking to a ' s
house when she was d by a motorist who had asked her for directions .
proto ` nico 5 trebejueloo 5 zangarilleja , remudamiento edificador .
",1,1305,0,0
"Subject: union carbide - seadrift
fyi - did a baseload deal with union carbide at seadrift hpl meter # 1332 for
octo 0 that will require some coordination with terry calvert of union
carbide , who can be reached at 713 - 973 - 5665 . i want to pass on details in
case i ' m out when he calls - i ' m going to pass on y ' all ' s phone # ' s to terry
here ' s the deal :
10 , 000 / d @ ifhsc - $ 0 . 04
10 , 000 / d @ gd - hsc mid - $ 0 . 03
plus
0 to 10 , 000 / d swing to be nominated day before @ gd - hsc mid - $ 0 . 03
so terry knows he ' s supposed to call us by 9 . 30 am if he wants gas to take any
of the last tier .
all the above is in sitara 415267
thanks
lee",0,683,3,0
"Subject: re : first delivery - spinaker exploration
vance ,
deal # 379424 has been adjusted to reflect an increase in volume as noted
below .
bob
vance l taylor
10 / 19 / 2000 03 : 36 pm
to : robert cotten / hou / ect @ ect
cc : julie meyers / hou / ect @ ect , cynthia hakemack / hou / ect @ ect , susan
smith / hou / ect @ ect , donald p reinhardt / hou / ect @ ect , melissa graves / hou / ect @ ect
subject : first delivery - spinaker exploration
bob ,
the following production is now on - line and sitara ticket # 379424 should be
modified to reflect the following :
counterparty meter volumes price period global no .
spinnaker exploration 9848 1000 mmbtu / d 100 % gas daily less $ 0 . 21 10 / 17 -
10 / 31 96047295
julie ,
please note the committed reserves global contract number for attachment .
thanks ,
vlt
x 3 - 6353
- - - - - - - - - - - - - - - - - - - - - - forwarded by vance l taylor / hou / ect on 10 / 19 / 2000
03 : 34 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : esther buckley 10 / 19 / 2000 03 : 13 pm
to : molly l carriere / hou / ect @ ect , clem cernosek / hou / ect @ ect , donna
consemiu / hou / ect @ ect , robert cook / hou / ect @ ect , howard b camp / hou / ect @ ect ,
lisa hesse / hou / ect @ ect , nathan l hlavaty / hou / ect @ ect , wayne e
lightfoot / hou / ect @ ect , james mckay / hou / ect @ ect , mary m smith / hou / ect @ ect ,
steve hpl schneider / hou / ect @ ect , melissa graves / hou / ect @ ect , michael
walters / hou / ect @ ect , eric wardle / hou / ect @ ect , jill t zivley / hou / ect @ ect , mary
jo johnson / hou / ect @ ect , rita wynne / hou / ect @ ect , lauri a allen / hou / ect @ ect ,
cheryl jones / gpgfin / enron @ enron , reid hansen / gco / enron @ enron , darron c
giron / hou / ect @ ect , o ' neal d winfree / hou / ect @ ect , susan smith / hou / ect @ ect ,
gary bryan / hou / ect @ ect , gary a hanks / hou / ect @ ect , donald p
reinhardt / hou / ect @ ect , vance l taylor / hou / ect @ ect , david
baumbach / hou / ect @ ect , robert cotten / hou / ect @ ect , brian m riley / hou / ect @ ect ,
jeffrey a austin / hou / ect @ ect , cynthia hakemack / hou / ect @ ect , dawn c
kenne / hou / ect @ ect , lisa csikos / hou / ect @ ect , kristen j hanson / hou / ect @ ect , j r
fosdick / gco / enron @ enron , carlos j rodriguez / hou / ect @ ect , stephanie
gomes / hou / ect @ ect , pat clynes / corp / enron @ enron , tom acton / corp / enron @ enron ,
robert walker / hou / ect @ ect , george weissman / hou / ect @ ect , joanne
harris / na / enron @ enron , christy sweeney / hou / ect @ ect , earl tisdale / hou / ect @ ect
cc :
subject : first delivery - spinaker exploration
see attached file",0,2741,1,0
